locked_card_id,fit_slot,source_rebuild_priority,source_rebuild_lane,source_type,required_source,source_intake_status,target_manual_field,review_question,source_url,source_title,source_date,source_publisher,source_language,source_evidence_strength,extracted_value_or_claim,supports_or_blocks,reviewer_notes,reviewed_by,reviewed_date,source_release_policy,candidate_name_release_allowed,score_release_allowed,rank_release_allowed,shortlist_label_allowed,is_final_recommendation,scouting_card_release_allowed,manual_review_unlock_allowed,recommendation_label,prefill_method
LOCKED-FP-D5D250E3EF,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-D5D250E3EF,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-D5D250E3EF,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-D5D250E3EF,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,transaction_or_roster_status_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify current roster, transaction, option, or movement plausibility?","https://statsapi.mlb.com/api/v1/people/687074?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API current-team roster context by MLBAM id,,MLB Stats API,en,primary,Official endpoint can verify current-team context; reviewer must check transaction/access status.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-D5D250E3EF,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,workload_starter_runway_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify recent workload, starter runway, pitch count, or multi-inning role?",https://baseballsavant.mlb.com/statcast_search?player_type=pitcher&player_id=687074,Baseball Savant statcast search by MLBAM id,,Baseball Savant,en,primary,Statcast source can support workload/starter-runway review; reviewer must extract role and usage evidence.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-D6CD1C427F,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-D6CD1C427F,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,current_stat_page,True,prefilled_needs_human_review,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,"https://statsapi.mlb.com/api/v1/people/605242?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API player endpoint by MLBAM id,,MLB Stats API,en,primary,Official player id endpoint available for current stat baseline; reviewer must verify snapshot.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-D6CD1C427F,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-D6CD1C427F,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-D6CD1C427F,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-D6CD1C427F,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,transaction_or_roster_status_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify current roster, transaction, option, or movement plausibility?","https://statsapi.mlb.com/api/v1/people/605242?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API current-team roster context by MLBAM id,,MLB Stats API,en,primary,Official endpoint can verify current-team context; reviewer must check transaction/access status.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-D6CD1C427F,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,workload_starter_runway_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify recent workload, starter runway, pitch count, or multi-inning role?",https://baseballsavant.mlb.com/statcast_search?player_type=pitcher&player_id=605242,Baseball Savant statcast search by MLBAM id,,Baseball Savant,en,primary,Statcast source can support workload/starter-runway review; reviewer must extract role and usage evidence.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-DACC76EEB3,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DACC76EEB3,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,current_stat_page,True,prefilled_needs_human_review,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,"https://statsapi.mlb.com/api/v1/people/642520?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API player endpoint by MLBAM id,,MLB Stats API,en,primary,Official player id endpoint available for current stat baseline; reviewer must verify snapshot.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-DACC76EEB3,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DACC76EEB3,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DACC76EEB3,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DACC76EEB3,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,transaction_or_roster_status_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify current roster, transaction, option, or movement plausibility?","https://statsapi.mlb.com/api/v1/people/642520?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API current-team roster context by MLBAM id,,MLB Stats API,en,primary,Official endpoint can verify current-team context; reviewer must check transaction/access status.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-DACC76EEB3,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,workload_starter_runway_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify recent workload, starter runway, pitch count, or multi-inning role?",https://baseballsavant.mlb.com/statcast_search?player_type=pitcher&player_id=642520,Baseball Savant statcast search by MLBAM id,,Baseball Savant,en,primary,Statcast source can support workload/starter-runway review; reviewer must extract role and usage evidence.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-DD086B90B2,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DD086B90B2,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,current_stat_page,True,prefilled_needs_human_review,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,"https://statsapi.mlb.com/api/v1/people/596271?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API player endpoint by MLBAM id,,MLB Stats API,en,primary,Official player id endpoint available for current stat baseline; reviewer must verify snapshot.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-DD086B90B2,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DD086B90B2,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DD086B90B2,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DD086B90B2,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,transaction_or_roster_status_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify current roster, transaction, option, or movement plausibility?","https://statsapi.mlb.com/api/v1/people/596271?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API current-team roster context by MLBAM id,,MLB Stats API,en,primary,Official endpoint can verify current-team context; reviewer must check transaction/access status.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-DD086B90B2,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,workload_starter_runway_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify recent workload, starter runway, pitch count, or multi-inning role?",https://baseballsavant.mlb.com/statcast_search?player_type=pitcher&player_id=596271,Baseball Savant statcast search by MLBAM id,,Baseball Savant,en,primary,Statcast source can support workload/starter-runway review; reviewer must extract role and usage evidence.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-DFD39AA1E4,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DFD39AA1E4,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,current_stat_page,True,prefilled_needs_human_review,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,"https://statsapi.mlb.com/api/v1/people/663432?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API player endpoint by MLBAM id,,MLB Stats API,en,primary,Official player id endpoint available for current stat baseline; reviewer must verify snapshot.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-DFD39AA1E4,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DFD39AA1E4,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DFD39AA1E4,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-DFD39AA1E4,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,transaction_or_roster_status_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify current roster, transaction, option, or movement plausibility?","https://statsapi.mlb.com/api/v1/people/663432?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API current-team roster context by MLBAM id,,MLB Stats API,en,primary,Official endpoint can verify current-team context; reviewer must check transaction/access status.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-DFD39AA1E4,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,workload_starter_runway_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify recent workload, starter runway, pitch count, or multi-inning role?",https://baseballsavant.mlb.com/statcast_search?player_type=pitcher&player_id=663432,Baseball Savant statcast search by MLBAM id,,Baseball Savant,en,primary,Statcast source can support workload/starter-runway review; reviewer must extract role and usage evidence.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-E103B5D876,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-E103B5D876,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,current_stat_page,True,prefilled_needs_human_review,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,"https://statsapi.mlb.com/api/v1/people/676596?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API player endpoint by MLBAM id,,MLB Stats API,en,primary,Official player id endpoint available for current stat baseline; reviewer must verify snapshot.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-E103B5D876,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-E103B5D876,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-E103B5D876,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-E103B5D876,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,transaction_or_roster_status_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify current roster, transaction, option, or movement plausibility?","https://statsapi.mlb.com/api/v1/people/676596?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API current-team roster context by MLBAM id,,MLB Stats API,en,primary,Official endpoint can verify current-team context; reviewer must check transaction/access status.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-E103B5D876,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,workload_starter_runway_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify recent workload, starter runway, pitch count, or multi-inning role?",https://baseballsavant.mlb.com/statcast_search?player_type=pitcher&player_id=676596,Baseball Savant statcast search by MLBAM id,,Baseball Savant,en,primary,Statcast source can support workload/starter-runway review; reviewer must extract role and usage evidence.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-E8920DCF9C,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-E8920DCF9C,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,current_stat_page,True,prefilled_needs_human_review,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,"https://statsapi.mlb.com/api/v1/people/681146?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API player endpoint by MLBAM id,,MLB Stats API,en,primary,Official player id endpoint available for current stat baseline; reviewer must verify snapshot.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-E8920DCF9C,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-E8920DCF9C,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-E8920DCF9C,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-E8920DCF9C,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,transaction_or_roster_status_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify current roster, transaction, option, or movement plausibility?","https://statsapi.mlb.com/api/v1/people/681146?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API current-team roster context by MLBAM id,,MLB Stats API,en,primary,Official endpoint can verify current-team context; reviewer must check transaction/access status.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-E8920DCF9C,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,workload_starter_runway_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify recent workload, starter runway, pitch count, or multi-inning role?",https://baseballsavant.mlb.com/statcast_search?player_type=pitcher&player_id=681146,Baseball Savant statcast search by MLBAM id,,Baseball Savant,en,primary,Statcast source can support workload/starter-runway review; reviewer must extract role and usage evidence.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-F882198B22,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,contract_access_source,True,prefilled_needs_human_review,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",https://m.sports.naver.com/kbaseball/article/311/0001901391,"'데이비슨 방출 ' 롯데, 벨라스케즈 계약 확정…""ML 통산 144선발, 게임 운...",2025-08-07 03:16:00+00:00,article_metadata,unknown,secondary,Article metadata suggests contract_access_source; reviewer must open and verify claim.,context_only,Auto-prefilled from prior candidate-news metadata; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,article_metadata_source
LOCKED-FP-F882198B22,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,current_stat_page,True,prefilled_needs_human_review,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,"https://statsapi.mlb.com/api/v1/people/592826?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API player endpoint by MLBAM id,,MLB Stats API,en,primary,Official player id endpoint available for current stat baseline; reviewer must verify snapshot.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-F882198B22,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-F882198B22,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,medical_current_status_source,True,prefilled_needs_human_review,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",https://m.sports.naver.com/kbaseball/article/311/0001901391,"'데이비슨 방출 ' 롯데, 벨라스케즈 계약 확정…""ML 통산 144선발, 게임 운...",2025-08-07 03:16:00+00:00,article_metadata,unknown,secondary,Article metadata suggests medical_current_status_source; reviewer must open and verify claim.,context_only,Auto-prefilled from prior candidate-news metadata; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,article_metadata_source
LOCKED-FP-F882198B22,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
LOCKED-FP-F882198B22,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,transaction_or_roster_status_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify current roster, transaction, option, or movement plausibility?","https://statsapi.mlb.com/api/v1/people/592826?hydrate=currentTeam,stats(group=[pitching],type=[yearByYear])",MLB Stats API current-team roster context by MLBAM id,,MLB Stats API,en,primary,Official endpoint can verify current-team context; reviewer must check transaction/access status.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-F882198B22,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,workload_starter_runway_source,True,prefilled_needs_human_review,stat_source_url_2,"Does this source verify recent workload, starter runway, pitch count, or multi-inning role?",https://baseballsavant.mlb.com/statcast_search?player_type=pitcher&player_id=592826,Baseball Savant statcast search by MLBAM id,,Baseball Savant,en,primary,Statcast source can support workload/starter-runway review; reviewer must extract role and usage evidence.,context_only,Auto-prefilled from MLBAM id; human review still required.,automation_prefill,2026-06-22,locked_source_evidence_prefill_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,official_id_source
LOCKED-FP-F8ADEB0DCC,foreign_pitcher,P1_rebuild_source_file_before_video,pitcher_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed,
